Date,Open,High,Low,Close,Volume,Ticker,is_stale,is_outlier
2015-01-02,180.0,180.0,180.0,180.0,5200.0,KUKZ.NR,0,0
2015-01-05,180.0,180.0,180.0,180.0,2000.0,KUKZ.NR,0,0
2015-01-06,180.0,180.0,180.0,180.0,0.0,KUKZ.NR,1,0
2015-01-07,180.0,180.0,180.0,180.0,0.0,KUKZ.NR,1,0
2015-01-08,180.0,182.0,182.0,182.0,200.0,KUKZ.NR,0,0
2015-01-09,182.0,200.0,200.0,200.0,2000.0,KUKZ.NR,0,0
2015-01-12,200.0,200.0,200.0,200.0,0.0,KUKZ.NR,0,0
2015-01-13,200.0,200.0,200.0,200.0,600.0,KUKZ.NR,1,0
2015-01-14,200.0,200.0,200.0,200.0,100.0,KUKZ.NR,1,0
2015-01-15,200.0,200.0,200.0,200.0,0.0,KUKZ.NR,1,0
2015-01-16,200.0,200.0,200.0,200.0,0.0,KUKZ.NR,1,0
2015-01-19,200.0,200.0,200.0,200.0,0.0,KUKZ.NR,1,0
2015-01-20,200.0,200.0,200.0,200.0,300.0,KUKZ.NR,1,0
2015-01-21,200.0,211.0,200.0,205.0,200.0,KUKZ.NR,0,0
2015-01-22,205.0,211.0,211.0,211.0,3700.0,KUKZ.NR,0,0
2015-01-23,211.0,211.0,211.0,211.0,0.0,KUKZ.NR,0,0
2015-01-26,211.0,210.0,210.0,210.0,400.0,KUKZ.NR,0,0
2015-01-27,210.0,220.0,215.0,218.0,2500.0,KUKZ.NR,0,0
2015-01-28,218.0,218.0,218.0,218.0,0.0,KUKZ.NR,0,0
2015-01-29,218.0,218.0,218.0,218.0,0.0,KUKZ.NR,1,0
2015-01-30,218.0,220.0,220.0,220.0,1000.0,KUKZ.NR,0,0
2015-02-02,220.0,225.0,225.0,225.0,2000.0,KUKZ.NR,0,0
2015-02-03,225.0,203.0,203.0,203.0,700.0,KUKZ.NR,0,0
2015-02-04,203.0,203.0,203.0,203.0,0.0,KUKZ.NR,0,0
2015-02-05,203.0,203.0,203.0,203.0,0.0,KUKZ.NR,1,0
2015-02-06,203.0,215.0,215.0,215.0,2000.0,KUKZ.NR,0,0
2015-02-09,215.0,236.0,225.0,231.0,2500.0,KUKZ.NR,0,0
2015-02-10,231.0,250.0,240.0,246.0,5000.0,KUKZ.NR,0,0
2015-02-11,246.0,246.0,246.0,246.0,0.0,KUKZ.NR,0,0
2015-02-12,246.0,222.0,222.0,222.0,100.0,KUKZ.NR,0,0
2015-02-13,222.0,244.0,244.0,244.0,2000.0,KUKZ.NR,0,0
2015-02-16,244.0,268.0,244.0,265.0,4100.0,KUKZ.NR,0,0
2015-02-17,265.0,291.0,291.0,291.0,2500.0,KUKZ.NR,0,0
2015-02-18,291.0,320.0,303.0,315.0,4100.0,KUKZ.NR,0,0
2015-02-19,315.0,346.0,340.0,341.0,12200.0,KUKZ.NR,0,0
2015-02-20,341.0,346.0,340.0,345.0,3100.0,KUKZ.NR,0,0
2015-02-23,345.0,345.0,345.0,345.0,0.0,KUKZ.NR,0,0
2015-02-24,345.0,345.0,345.0,345.0,0.0,KUKZ.NR,1,0
2015-02-25,345.0,340.0,320.0,330.0,200.0,KUKZ.NR,0,0
2015-02-26,330.0,330.0,330.0,330.0,0.0,KUKZ.NR,0,0
2015-02-27,330.0,330.0,330.0,330.0,0.0,KUKZ.NR,1,0
2015-03-02,330.0,330.0,330.0,330.0,100.0,KUKZ.NR,1,0
2015-03-03,330.0,330.0,330.0,330.0,0.0,KUKZ.NR,1,0
2015-03-04,330.0,330.0,330.0,330.0,0.0,KUKZ.NR,1,0
2015-03-05,330.0,330.0,330.0,330.0,100.0,KUKZ.NR,1,0
2015-03-06,330.0,330.0,330.0,330.0,0.0,KUKZ.NR,1,0
2015-03-09,330.0,297.0,297.0,297.0,100.0,KUKZ.NR,0,0
2015-03-10,297.0,297.0,297.0,297.0,300.0,KUKZ.NR,0,0
2015-03-11,297.0,310.0,310.0,310.0,100.0,KUKZ.NR,0,0
2015-03-12,310.0,310.0,310.0,310.0,0.0,KUKZ.NR,0,0
2015-03-13,310.0,300.0,279.0,289.0,200.0,KUKZ.NR,0,0
2015-03-16,289.0,289.0,289.0,289.0,0.0,KUKZ.NR,0,0
2015-03-17,289.0,290.0,290.0,290.0,100.0,KUKZ.NR,0,0
2015-03-18,290.0,280.0,280.0,280.0,6700.0,KUKZ.NR,0,0
2015-03-19,280.0,280.0,280.0,280.0,0.0,KUKZ.NR,0,0
2015-03-20,280.0,280.0,255.0,279.0,29100.0,KUKZ.NR,0,0
2015-03-23,279.0,279.0,279.0,279.0,0.0,KUKZ.NR,0,0
2015-03-24,279.0,280.0,280.0,280.0,1000.0,KUKZ.NR,0,0
2015-03-25,280.0,280.0,280.0,280.0,200.0,KUKZ.NR,0,0
2015-03-26,280.0,252.0,252.0,252.0,100.0,KUKZ.NR,0,0
2015-03-27,252.0,277.0,277.0,277.0,2400.0,KUKZ.NR,0,0
2015-03-30,277.0,277.0,277.0,277.0,0.0,KUKZ.NR,0,0
2015-03-31,277.0,280.0,280.0,280.0,2900.0,KUKZ.NR,0,0
2015-04-01,280.0,280.0,280.0,280.0,0.0,KUKZ.NR,0,0
2015-04-02,280.0,280.0,280.0,280.0,0.0,KUKZ.NR,1,0
2015-04-03,280.0,280.0,280.0,280.0,0.0,,1,0
2015-04-06,280.0,280.0,280.0,280.0,0.0,,1,0
2015-04-07,280.0,280.0,280.0,280.0,0.0,KUKZ.NR,1,0
2015-04-08,280.0,280.0,280.0,280.0,0.0,KUKZ.NR,1,0
2015-04-09,280.0,280.0,280.0,280.0,3300.0,KUKZ.NR,1,0
2015-04-10,280.0,280.0,280.0,280.0,0.0,KUKZ.NR,1,0
2015-04-13,280.0,255.0,255.0,255.0,100.0,KUKZ.NR,0,0
2015-04-14,255.0,255.0,255.0,255.0,0.0,KUKZ.NR,0,0
2015-04-15,255.0,257.0,256.0,256.0,1600.0,KUKZ.NR,0,0
2015-04-16,256.0,256.0,256.0,256.0,0.0,KUKZ.NR,0,0
2015-04-17,256.0,281.0,256.0,276.0,5000.0,KUKZ.NR,0,0
2015-04-20,276.0,280.0,280.0,280.0,122600.0,KUKZ.NR,0,0
2015-04-21,280.0,285.0,280.0,284.0,1300.0,KUKZ.NR,0,0
2015-04-22,284.0,284.0,284.0,284.0,0.0,KUKZ.NR,0,0
2015-04-23,284.0,284.0,284.0,284.0,0.0,KUKZ.NR,1,0
2015-04-24,284.0,259.0,259.0,259.0,1000.0,KUKZ.NR,0,0
2015-04-27,259.0,284.0,284.0,284.0,300.0,KUKZ.NR,0,0
2015-04-28,284.0,284.0,284.0,284.0,0.0,KUKZ.NR,0,0
2015-04-29,284.0,259.0,259.0,259.0,100.0,KUKZ.NR,0,0
2015-04-30,259.0,284.0,284.0,284.0,800.0,KUKZ.NR,0,0
2015-05-01,259.0,284.0,284.0,284.0,0.0,,0,0
2015-05-04,284.0,295.0,295.0,295.0,1000.0,KUKZ.NR,0,0
2015-05-05,295.0,295.0,295.0,295.0,0.0,KUKZ.NR,0,0
2015-05-06,295.0,300.0,300.0,300.0,900.0,KUKZ.NR,0,0
2015-05-07,300.0,300.0,300.0,300.0,0.0,KUKZ.NR,0,0
2015-05-08,300.0,300.0,300.0,300.0,200.0,KUKZ.NR,1,0
2015-05-11,300.0,300.0,300.0,300.0,0.0,KUKZ.NR,1,0
2015-05-12,300.0,300.0,295.0,296.0,2200.0,KUKZ.NR,0,0
2015-05-13,296.0,300.0,300.0,300.0,100.0,KUKZ.NR,0,0
2015-05-14,300.0,298.0,295.0,295.0,600.0,KUKZ.NR,0,0
2015-05-15,295.0,300.0,295.0,298.0,1400.0,KUKZ.NR,0,0
2015-05-18,298.0,298.0,298.0,298.0,0.0,KUKZ.NR,0,0
2015-05-19,298.0,300.0,298.0,299.0,7600.0,KUKZ.NR,0,0
2015-05-20,299.0,299.0,299.0,299.0,0.0,KUKZ.NR,0,0
2015-05-21,299.0,299.0,299.0,299.0,0.0,KUKZ.NR,1,0
